id, timestamp, converged, ram_VmSize, ram_VmRSS, gpu_total, gpu_fest, gpu_pose_est, tf_row1, tf_row2, tf_row3, tf_row4, timestamp_post_capture, timestamp_post_fest, timestamp_post_pose_est, successful_count
1, 2024-09-09 07:25:42.081 UTC, 0, 16845422592, 177057792, 403745280, 358771200, 34640640, 0 0 0 0, 0 0 0 0, 0 0 0 0, 0 0 0 0, 2024-09-09 07:25:42.128 UTC, 2024-09-09 07:25:42.171 UTC, 2024-09-09 07:25:42.398 UTC, 0
2, 2024-09-09 07:25:42.399 UTC, 0, 16846331904, 178483200, 412684800, 394137600, 8213760, 0 0 0 0, 0 0 0 0, 0 0 0 0, 0 0 0 0, 2024-09-09 07:25:42.432 UTC, 2024-09-09 07:25:42.468 UTC, 2024-09-09 07:25:42.685 UTC, 0
3, 2024-09-09 07:25:42.686 UTC, 0, 16846331904, 178601984, 413410560, 402351360, 725760, 0 0 0 0, 0 0 0 0, 0 0 0 0, 0 0 0 0, 2024-09-09 07:25:42.715 UTC, 2024-09-09 07:25:42.751 UTC, 2024-09-09 07:25:43.012 UTC, 0
4, 2024-09-09 07:25:43.013 UTC, 0, 16846782464, 179228672, 413652480, 403319040, 0, 0 0 0 0, 0 0 0 0, 0 0 0 0, 0 0 0 0, 2024-09-09 07:25:43.041 UTC, 2024-09-09 07:25:43.069 UTC, 2024-09-09 07:25:43.238 UTC, 0
5, 2024-09-09 07:25:43.238 UTC, 0, 16846782464, 179240960, 413464320, 403319040, 18446744073709363456, 0 0 0 0, 0 0 0 0, 0 0 0 0, 0 0 0 0, 2024-09-09 07:25:43.267 UTC, 2024-09-09 07:25:43.295 UTC, 2024-09-09 07:25:43.436 UTC, 0
6, 2024-09-09 07:25:43.438 UTC, 0, 16846782464, 179261440, 413464320, 403130880, 0, 0 0 0 0, 0 0 0 0, 0 0 0 0, 0 0 0 0, 2024-09-09 07:25:43.464 UTC, 2024-09-09 07:25:43.493 UTC, 2024-09-09 07:25:43.664 UTC, 0
7, 2024-09-09 07:25:43.667 UTC, 0, 16846782464, 179261440, 413648640, 403315200, 0, 0 0 0 0, 0 0 0 0, 0 0 0 0, 0 0 0 0, 2024-09-09 07:25:43.693 UTC, 2024-09-09 07:25:43.723 UTC, 2024-09-09 07:25:43.956 UTC, 0
8, 2024-09-09 07:25:43.956 UTC, 0, 16846782464, 179343360, 413648640, 403315200, 0, 0 0 0 0, 0 0 0 0, 0 0 0 0, 0 0 0 0, 2024-09-09 07:25:43.981 UTC, 2024-09-09 07:25:44.009 UTC, 2024-09-09 07:25:44.157 UTC, 0
9, 2024-09-09 07:25:44.158 UTC, 0, 16846782464, 179331072, 426489600, 403315200, 12840960, 0 0 0 0, 0 0 0 0, 0 0 0 0, 0 0 0 0, 2024-09-09 07:25:44.178 UTC, 2024-09-09 07:25:44.206 UTC, 2024-09-09 07:25:44.391 UTC, 0
10, 2024-09-09 07:25:44.392 UTC, 0, 16846782464, 179314688, 437495040, 415968000, 11193600, 0 0 0 0, 0 0 0 0, 0 0 0 0, 0 0 0 0, 2024-09-09 07:25:44.413 UTC, 2024-09-09 07:25:44.441 UTC, 2024-09-09 07:25:44.623 UTC, 0
11, 2024-09-09 07:25:44.624 UTC, 0, 16846782464, 179306496, 437491200, 427161600, 18446744073709547776, 0 0 0 0, 0 0 0 0, 0 0 0 0, 0 0 0 0, 2024-09-09 07:25:44.645 UTC, 2024-09-09 07:25:44.672 UTC, 2024-09-09 07:25:44.849 UTC, 0
12, 2024-09-09 07:25:44.850 UTC, 0, 16846782464, 179294208, 437491200, 427157760, 0, 0 0 0 0, 0 0 0 0, 0 0 0 0, 0 0 0 0, 2024-09-09 07:25:44.872 UTC, 2024-09-09 07:25:44.900 UTC, 2024-09-09 07:25:45.063 UTC, 0
13, 2024-09-09 07:25:45.063 UTC, 0, 16846782464, 179318784, 437491200, 427157760, 0, 0 0 0 0, 0 0 0 0, 0 0 0 0, 0 0 0 0, 2024-09-09 07:25:45.085 UTC, 2024-09-09 07:25:45.108 UTC, 2024-09-09 07:25:45.231 UTC, 0
14, 2024-09-09 07:25:45.231 UTC, 0, 16846782464, 179318784, 437491200, 427157760, 0, 0 0 0 0, 0 0 0 0, 0 0 0 0, 0 0 0 0, 2024-09-09 07:25:45.255 UTC, 2024-09-09 07:25:45.277 UTC, 2024-09-09 07:25:45.382 UTC, 0
