id, timestamp, converged, ram_VmSize, ram_VmRSS, gpu_total, gpu_fest, gpu_pose_est, tf_row1, tf_row2, tf_row3, tf_row4, timestamp_post_capture, timestamp_post_fest, timestamp_post_pose_est, successful_count
1, 2024-09-09 07:27:48.148 UTC, 1, 16846979072, 182755328, 1281216000, 1040090880, 241094400, 0.858439 0.0590536 0.509505 -3.36894, -0.512794 0.120437 0.850022 -3.5875, -0.0111663 -0.990963 0.13367 -0.939813, 0 0 0 1, 2024-09-09 07:27:48.186 UTC, 2024-09-09 07:27:48.264 UTC, 2024-09-09 07:27:49.006 UTC, 1
2, 2024-09-09 07:27:49.007 UTC, 1, 16847581184, 183566336, 1447077120, 1281561600, 165484800, 0.896497 -0.0266246 0.44225 -3.25793, -0.442594 -0.00849445 0.896682 -3.14857, -0.0201172 -0.999609 -0.019399 -0.111324, 0 0 0 1, 2024-09-09 07:27:49.033 UTC, 2024-09-09 07:27:49.117 UTC, 2024-09-09 07:27:49.966 UTC, 2
3, 2024-09-09 07:27:49.967 UTC, 0, 16847581184, 183701504, 1445168640, 1444815360, 322560, 0 0 0 0, 0 0 0 0, 0 0 0 0, 0 0 0 0, 2024-09-09 07:27:49.989 UTC, 2024-09-09 07:27:50.044 UTC, 2024-09-09 07:27:50.570 UTC, 2
4, 2024-09-09 07:27:50.570 UTC, 0, 16848187392, 184283136, 1445518080, 1445863680, 18446744073709175296, 0 0 0 0, 0 0 0 0, 0 0 0 0, 0 0 0 0, 2024-09-09 07:27:50.596 UTC, 2024-09-09 07:27:50.634 UTC, 2024-09-09 07:27:50.869 UTC, 2
5, 2024-09-09 07:27:50.870 UTC, 0, 16848187392, 184213504, 1445114880, 1445299200, 18446744073709336576, 0 0 0 0, 0 0 0 0, 0 0 0 0, 0 0 0 0, 2024-09-09 07:27:50.892 UTC, 2024-09-09 07:27:50.942 UTC, 2024-09-09 07:27:51.414 UTC, 2
6, 2024-09-09 07:27:51.415 UTC, 0, 16848187392, 184164352, 1446109440, 1445084160, 994560, 0 0 0 0, 0 0 0 0, 0 0 0 0, 0 0 0 0, 2024-09-09 07:27:51.437 UTC, 2024-09-09 07:27:51.480 UTC, 2024-09-09 07:27:51.786 UTC, 2
7, 2024-09-09 07:27:51.786 UTC, 0, 16848187392, 184201216, 1445867520, 1445890560, 18446744073709497856, 0 0 0 0, 0 0 0 0, 0 0 0 0, 0 0 0 0, 2024-09-09 07:27:51.809 UTC, 2024-09-09 07:27:51.851 UTC, 2024-09-09 07:27:52.151 UTC, 2
8, 2024-09-09 07:27:52.152 UTC, 0, 16848187392, 184238080, 1445679360, 1445648640, 0, 0 0 0 0, 0 0 0 0, 0 0 0 0, 0 0 0 0, 2024-09-09 07:27:52.173 UTC, 2024-09-09 07:27:52.223 UTC, 2024-09-09 07:27:52.591 UTC, 2
9, 2024-09-09 07:27:52.592 UTC, 0, 16848187392, 184283136, 1445276160, 1445460480, 18446744073709336576, 0 0 0 0, 0 0 0 0, 0 0 0 0, 0 0 0 0, 2024-09-09 07:27:52.614 UTC, 2024-09-09 07:27:52.655 UTC, 2024-09-09 07:27:52.890 UTC, 2
10, 2024-09-09 07:27:52.890 UTC, 0, 16848367616, 184410112, 1445571840, 1445729280, 18446744073709363456, 0 0 0 0, 0 0 0 0, 0 0 0 0, 0 0 0 0, 2024-09-09 07:27:52.912 UTC, 2024-09-09 07:27:52.952 UTC, 2024-09-09 07:27:53.245 UTC, 2
11, 2024-09-09 07:27:53.245 UTC, 0, 16848367616, 184381440, 1445571840, 1445541120, 0, 0 0 0 0, 0 0 0 0, 0 0 0 0, 0 0 0 0, 2024-09-09 07:27:53.267 UTC, 2024-09-09 07:27:53.296 UTC, 2024-09-09 07:27:53.443 UTC, 2
12, 2024-09-09 07:27:53.444 UTC, 0, 16848367616, 184352768, 1445329920, 1445541120, 18446744073709309696, 0 0 0 0, 0 0 0 0, 0 0 0 0, 0 0 0 0, 2024-09-09 07:27:53.468 UTC, 2024-09-09 07:27:53.507 UTC, 2024-09-09 07:27:53.775 UTC, 2
