id, timestamp, converged, tf_row1, tf_row2, tf_row3, tf_row4, successful_count
954, 2024-06-23 09:17:21.690 UTC, 1, 1 0 0 -0.202241, 0 1 0 0.871153, 0 0 1 -0.713808, 0 0 0 1, 22
955, 2024-06-23 09:17:21.734 UTC, 1, 1 0 0 -0.16242, 0 1 0 0.876543, 0 0 1 -0.706387, 0 0 0 1, 23
956, 2024-06-23 09:17:21.776 UTC, 1, 1 0 0 -0.314146, 0 1 0 0.903211, 0 0 1 -0.703514, 0 0 0 1, 24
957, 2024-06-23 09:17:21.831 UTC, 1, 1 0 0 -0.210333, 0 1 0 0.885099, 0 0 1 -0.806401, 0 0 0 1, 25
958, 2024-06-23 09:17:21.928 UTC, 1, 1 0 0 -0.300327, 0 1 0 0.864853, 0 0 1 -0.715759, 0 0 0 1, 26
959, 2024-06-23 09:17:21.980 UTC, 1, 1 0 0 -0.346847, 0 1 0 0.83832, 0 0 1 -0.685873, 0 0 0 1, 27
960, 2024-06-23 09:17:22.027 UTC, 1, 1 0 0 -0.306612, 0 1 0 0.885156, 0 0 1 -0.660495, 0 0 0 1, 28
961, 2024-06-23 09:17:22.083 UTC, 1, 1 0 0 -0.342963, 0 1 0 0.884426, 0 0 1 -0.673119, 0 0 0 1, 29
962, 2024-06-23 09:17:22.141 UTC, 1, 0.386288 0.850496 -0.356975 1.42363, -0.565301 -0.0875163 -0.820229 3.48345, -0.728843 0.518643 0.446982 0.321747, 0 0 0 1, 30
966, 2024-06-23 09:17:22.470 UTC, 1, 1 0 0 -0.431701, 0 1 0 0.868438, 0 0 1 -0.64916, 0 0 0 1, 31
967, 2024-06-23 09:17:22.528 UTC, 1, 1 0 0 -0.251632, 0 1 0 0.753601, 0 0 1 -0.843233, 0 0 0 1, 32
968, 2024-06-23 09:17:22.583 UTC, 1, 1 0 0 -0.344756, 0 1 0 0.808532, 0 0 1 -0.74438, 0 0 0 1, 33
969, 2024-06-23 09:17:22.642 UTC, 1, 1 0 0 -0.344261, 0 1 0 0.848067, 0 0 1 -0.704446, 0 0 0 1, 34
970, 2024-06-23 09:17:22.703 UTC, 1, 1 0 0 -0.322295, 0 1 0 0.828702, 0 0 1 -0.756544, 0 0 0 1, 35
971, 2024-06-23 09:17:22.754 UTC, 1, 1 0 0 -0.264671, 0 1 0 0.779273, 0 0 1 -0.776521, 0 0 0 1, 36
972, 2024-06-23 09:17:22.825 UTC, 1, 1 0 0 -0.37107, 0 1 0 0.841006, 0 0 1 -0.684528, 0 0 0 1, 37
974, 2024-06-23 09:17:22.961 UTC, 1, 1 0 0 -0.381555, 0 1 0 0.923888, 0 0 1 -0.715221, 0 0 0 1, 38
975, 2024-06-23 09:17:23.023 UTC, 1, 1 0 0 -0.211014, 0 1 0 0.813749, 0 0 1 -0.74538, 0 0 0 1, 39
976, 2024-06-23 09:17:23.074 UTC, 1, 1 0 0 -0.201645, 0 1 0 0.856018, 0 0 1 -0.754276, 0 0 0 1, 40
977, 2024-06-23 09:17:23.139 UTC, 1, 1 0 0 -0.170794, 0 1 0 0.808931, 0 0 1 -0.780933, 0 0 0 1, 41
979, 2024-06-23 09:17:23.255 UTC, 1, 1 0 0 -0.223238, 0 1 0 0.845468, 0 0 1 -0.745654, 0 0 0 1, 42
981, 2024-06-23 09:17:23.390 UTC, 1, 1 0 0 -0.221281, 0 1 0 0.810906, 0 0 1 -0.748029, 0 0 0 1, 43
982, 2024-06-23 09:17:23.453 UTC, 1, 1 0 0 -0.0831699, 0 1 0 0.675772, 0 0 1 -0.886558, 0 0 0 1, 44
983, 2024-06-23 09:17:23.523 UTC, 1, 1 0 0 -0.0672461, 0 1 0 0.78403, 0 0 1 -0.806662, 0 0 0 1, 45
984, 2024-06-23 09:17:23.580 UTC, 1, 1 0 0 -0.106688, 0 1 0 0.816462, 0 0 1 -0.745305, 0 0 0 1, 46
985, 2024-06-23 09:17:23.636 UTC, 1, 1 0 0 -0.0535856, 0 1 0 0.796542, 0 0 1 -0.813136, 0 0 0 1, 47
986, 2024-06-23 09:17:23.694 UTC, 1, 1 0 0 -0.0303558, 0 1 0 0.841808, 0 0 1 -0.792104, 0 0 0 1, 48
987, 2024-06-23 09:17:23.752 UTC, 1, 1 0 0 -0.0600386, 0 1 0 0.888675, 0 0 1 -0.730434, 0 0 0 1, 49
988, 2024-06-23 09:17:23.812 UTC, 1, 1 0 0 -0.00602627, 0 1 0 0.89357, 0 0 1 -0.717632, 0 0 0 1, 50
991, 2024-06-23 09:17:23.990 UTC, 1, 1 0 0 -0.0982387, 0 1 0 0.867508, 0 0 1 -0.775088, 0 0 0 1, 51
993, 2024-06-23 09:17:24.121 UTC, 1, 1 0 0 -0.116829, 0 1 0 0.85223, 0 0 1 -0.720801, 0 0 0 1, 52
994, 2024-06-23 09:17:24.186 UTC, 1, 1 0 0 -0.115421, 0 1 0 0.828686, 0 0 1 -0.768101, 0 0 0 1, 53
995, 2024-06-23 09:17:24.248 UTC, 1, 1 0 0 -0.319066, 0 1 0 0.921239, 0 0 1 -0.740638, 0 0 0 1, 54
996, 2024-06-23 09:17:24.307 UTC, 1, 1 0 0 -0.316195, 0 1 0 0.834867, 0 0 1 -0.811022, 0 0 0 1, 55
997, 2024-06-23 09:17:24.371 UTC, 1, 1 0 0 -0.437413, 0 1 0 0.907678, 0 0 1 -0.682475, 0 0 0 1, 56
999, 2024-06-23 09:17:24.520 UTC, 1, 1 0 0 -0.105689, 0 1 0 0.851282, 0 0 1 -0.975826, 0 0 0 1, 57
1000, 2024-06-23 09:17:24.599 UTC, 1, 1 0 0 -0.286754, 0 1 0 0.915483, 0 0 1 -0.758945, 0 0 0 1, 58
1001, 2024-06-23 09:17:24.678 UTC, 1, 1 0 0 -0.239285, 0 1 0 0.835858, 0 0 1 -0.860321, 0 0 0 1, 59
1002, 2024-06-23 09:17:24.742 UTC, 1, 1 0 0 -0.371303, 0 1 0 0.866103, 0 0 1 -0.740513, 0 0 0 1, 60
1003, 2024-06-23 09:17:24.816 UTC, 1, 1 0 0 -0.276304, 0 1 0 0.9063, 0 0 1 -0.764636, 0 0 0 1, 61
1004, 2024-06-23 09:17:24.866 UTC, 1, 1 0 0 -0.133588, 0 1 0 0.830655, 0 0 1 -0.902522, 0 0 0 1, 62
1005, 2024-06-23 09:17:24.927 UTC, 1, 1 0 0 -0.257656, 0 1 0 0.847755, 0 0 1 -0.808187, 0 0 0 1, 63
1007, 2024-06-23 09:17:25.071 UTC, 1, 1 0 0 -0.160222, 0 1 0 0.814711, 0 0 1 -0.91346, 0 0 0 1, 64
1009, 2024-06-23 09:17:25.202 UTC, 1, 1 0 0 0.00576162, 0 1 0 0.833783, 0 0 1 -0.923693, 0 0 0 1, 65
1010, 2024-06-23 09:17:25.269 UTC, 1, 1 0 0 -0.0407053, 0 1 0 0.886099, 0 0 1 -0.95868, 0 0 0 1, 66
1011, 2024-06-23 09:17:25.339 UTC, 1, 1 0 0 -0.194964, 0 1 0 0.976631, 0 0 1 -0.79203, 0 0 0 1, 67
1013, 2024-06-23 09:17:25.471 UTC, 1, 1 0 0 -0.193759, 0 1 0 0.930634, 0 0 1 -0.841932, 0 0 0 1, 68
1014, 2024-06-23 09:17:25.541 UTC, 1, 1 0 0 -0.180556, 0 1 0 0.954742, 0 0 1 -0.844378, 0 0 0 1, 69
1015, 2024-06-23 09:17:25.613 UTC, 1, 1 0 0 -0.207727, 0 1 0 0.947601, 0 0 1 -0.978554, 0 0 0 1, 70
1016, 2024-06-23 09:17:25.681 UTC, 1, 1 0 0 -0.25374, 0 1 0 0.921192, 0 0 1 -0.966046, 0 0 0 1, 71
1017, 2024-06-23 09:17:25.743 UTC, 1, 1 0 0 -0.201755, 0 1 0 1.02202, 0 0 1 -1.00014, 0 0 0 1, 72
1018, 2024-06-23 09:17:25.809 UTC, 1, 1 0 0 -0.231739, 0 1 0 0.971235, 0 0 1 -1.04514, 0 0 0 1, 73
1020, 2024-06-23 09:17:25.940 UTC, 1, 1 0 0 -0.130549, 0 1 0 0.971807, 0 0 1 -1.10565, 0 0 0 1, 74
1021, 2024-06-23 09:17:26.002 UTC, 1, 1 0 0 -0.0804619, 0 1 0 0.891682, 0 0 1 -1.17727, 0 0 0 1, 75
1022, 2024-06-23 09:17:26.064 UTC, 1, 1 0 0 -0.0999781, 0 1 0 0.917454, 0 0 1 -1.08114, 0 0 0 1, 76
1023, 2024-06-23 09:17:26.129 UTC, 1, 1 0 0 -0.102663, 0 1 0 1.01094, 0 0 1 -1.03851, 0 0 0 1, 77
1025, 2024-06-23 09:17:26.251 UTC, 1, 1 0 0 -0.0109099, 0 1 0 0.935023, 0 0 1 -1.14229, 0 0 0 1, 78
1026, 2024-06-23 09:17:26.310 UTC, 1, 1 0 0 -0.0873132, 0 1 0 0.979616, 0 0 1 -0.983517, 0 0 0 1, 79
1030, 2024-06-23 09:17:26.529 UTC, 1, 1 0 0 -0.0477679, 0 1 0 0.984921, 0 0 1 -0.920592, 0 0 0 1, 80
1031, 2024-06-23 09:17:26.583 UTC, 1, 1 0 0 -0.0316603, 0 1 0 0.890998, 0 0 1 -0.997524, 0 0 0 1, 81
1033, 2024-06-23 09:17:26.690 UTC, 1, 1 0 0 -0.110259, 0 1 0 0.976248, 0 0 1 -0.929975, 0 0 0 1, 82
1034, 2024-06-23 09:17:26.752 UTC, 1, 1 0 0 -0.041603, 0 1 0 0.885213, 0 0 1 -1.04971, 0 0 0 1, 83
1035, 2024-06-23 09:17:26.817 UTC, 1, 1 0 0 -0.0999167, 0 1 0 0.934422, 0 0 1 -0.924511, 0 0 0 1, 84
1037, 2024-06-23 09:17:26.929 UTC, 1, 1 0 0 -0.134972, 0 1 0 0.968191, 0 0 1 -0.956577, 0 0 0 1, 85
1038, 2024-06-23 09:17:26.989 UTC, 1, 1 0 0 -0.132459, 0 1 0 0.994743, 0 0 1 -0.887316, 0 0 0 1, 86
1039, 2024-06-23 09:17:27.046 UTC, 1, 1 0 0 -0.018127, 0 1 0 0.846751, 0 0 1 -1.03371, 0 0 0 1, 87
1042, 2024-06-23 09:17:27.239 UTC, 1, 1 0 0 -0.1569, 0 1 0 0.955748, 0 0 1 -0.870167, 0 0 0 1, 88
1043, 2024-06-23 09:17:27.298 UTC, 1, 1 0 0 -0.00602055, 0 1 0 0.817918, 0 0 1 -1.04179, 0 0 0 1, 89
1044, 2024-06-23 09:17:27.355 UTC, 1, 1 0 0 -0.102983, 0 1 0 0.858129, 0 0 1 -1.02008, 0 0 0 1, 90
1045, 2024-06-23 09:17:27.410 UTC, 1, 1 0 0 -0.0239043, 0 1 0 0.87503, 0 0 1 -1.00728, 0 0 0 1, 91
1046, 2024-06-23 09:17:27.472 UTC, 1, 1 0 0 -0.09424, 0 1 0 0.899596, 0 0 1 -0.952675, 0 0 0 1, 92
1050, 2024-06-23 09:17:27.711 UTC, 1, 1 0 0 -0.235346, 0 1 0 0.938929, 0 0 1 -0.838285, 0 0 0 1, 93
1053, 2024-06-23 09:17:27.891 UTC, 1, 1 0 0 -0.110824, 0 1 0 0.893199, 0 0 1 -0.931378, 0 0 0 1, 94
1058, 2024-06-23 09:17:28.181 UTC, 1, 1 0 0 -0.153019, 0 1 0 1.00597, 0 0 1 -0.85812, 0 0 0 1, 95
1060, 2024-06-23 09:17:28.311 UTC, 1, 1 0 0 -0.125321, 0 1 0 0.907182, 0 0 1 -0.931683, 0 0 0 1, 96
1062, 2024-06-23 09:17:28.427 UTC, 1, 1 0 0 -0.0486336, 0 1 0 0.986571, 0 0 1 -0.909899, 0 0 0 1, 97
1070, 2024-06-23 09:17:28.910 UTC, 1, 1 0 0 -0.0987115, 0 1 0 0.940172, 0 0 1 -0.88036, 0 0 0 1, 98
1071, 2024-06-23 09:17:28.977 UTC, 1, 1 0 0 -0.0888558, 0 1 0 0.937017, 0 0 1 -0.911222, 0 0 0 1, 99
1077, 2024-06-23 09:17:29.345 UTC, 1, 1 0 0 -0.138591, 0 1 0 0.964974, 0 0 1 -0.917294, 0 0 0 1, 100
1128, 2024-06-23 09:17:32.609 UTC, 1, 0.469694 -0.629387 0.61908 -0.473841, -0.0822034 -0.729379 -0.679153 2.9017, 0.878994 0.268103 -0.394321 1.57634, 0 0 0 1, 101
1132, 2024-06-23 09:17:32.917 UTC, 1, 1 0 0 -0.12423, 0 1 0 0.889939, 0 0 1 -0.906713, 0 0 0 1, 102
1133, 2024-06-23 09:17:32.977 UTC, 1, 1 0 0 -0.0911449, 0 1 0 0.948592, 0 0 1 -0.913363, 0 0 0 1, 103
1135, 2024-06-23 09:17:33.112 UTC, 1, 1 0 0 -0.244203, 0 1 0 0.946798, 0 0 1 -0.863536, 0 0 0 1, 104
1137, 2024-06-23 09:17:33.243 UTC, 1, 1 0 0 -0.194993, 0 1 0 0.908483, 0 0 1 -0.947211, 0 0 0 1, 105
1138, 2024-06-23 09:17:33.309 UTC, 1, 1 0 0 -0.286818, 0 1 0 0.936765, 0 0 1 -0.848481, 0 0 0 1, 106
1139, 2024-06-23 09:17:33.378 UTC, 1, 1 0 0 -0.166023, 0 1 0 0.897627, 0 0 1 -0.916071, 0 0 0 1, 107
1140, 2024-06-23 09:17:33.432 UTC, 1, 1 0 0 -0.286864, 0 1 0 0.906714, 0 0 1 -0.868737, 0 0 0 1, 108
1141, 2024-06-23 09:17:33.496 UTC, 1, 1 0 0 -0.20812, 0 1 0 0.902344, 0 0 1 -0.901851, 0 0 0 1, 109
1142, 2024-06-23 09:17:33.558 UTC, 1, 1 0 0 -0.183439, 0 1 0 0.88914, 0 0 1 -0.910497, 0 0 0 1, 110
1143, 2024-06-23 09:17:33.623 UTC, 1, 1 0 0 -0.0856565, 0 1 0 0.886499, 0 0 1 -0.959262, 0 0 0 1, 111
1144, 2024-06-23 09:17:33.691 UTC, 1, 1 0 0 -0.131582, 0 1 0 0.907924, 0 0 1 -0.938678, 0 0 0 1, 112
1152, 2024-06-23 09:17:34.154 UTC, 1, 1 0 0 -0.195571, 0 1 0 0.825186, 0 0 1 -0.85034, 0 0 0 1, 113
1155, 2024-06-23 09:17:34.318 UTC, 1, 1 0 0 -0.132273, 0 1 0 0.817712, 0 0 1 -0.827541, 0 0 0 1, 114
1160, 2024-06-23 09:17:34.612 UTC, 1, 1 0 0 -0.0261076, 0 1 0 0.99474, 0 0 1 -0.960093, 0 0 0 1, 115
1161, 2024-06-23 09:17:34.685 UTC, 1, 1 0 0 -0.0222173, 0 1 0 0.954401, 0 0 1 -1.03091, 0 0 0 1, 116
1162, 2024-06-23 09:17:34.744 UTC, 1, 1 0 0 -0.125583, 0 1 0 0.951056, 0 0 1 -1.04719, 0 0 0 1, 117
1163, 2024-06-23 09:17:34.806 UTC, 1, 1 0 0 -0.122844, 0 1 0 1.05483, 0 0 1 -1.02097, 0 0 0 1, 118
1165, 2024-06-23 09:17:34.923 UTC, 1, 1 0 0 -0.101871, 0 1 0 0.960965, 0 0 1 -1.1559, 0 0 0 1, 119
1166, 2024-06-23 09:17:34.987 UTC, 1, 1 0 0 -0.111282, 0 1 0 0.983243, 0 0 1 -1.12417, 0 0 0 1, 120
1167, 2024-06-23 09:17:35.045 UTC, 1, 1 0 0 -0.112412, 0 1 0 0.986032, 0 0 1 -1.11371, 0 0 0 1, 121
1169, 2024-06-23 09:17:35.164 UTC, 1, 1 0 0 -0.0145379, 0 1 0 0.946758, 0 0 1 -1.17735, 0 0 0 1, 122
1171, 2024-06-23 09:17:35.297 UTC, 1, 1 0 0 -0.0106574, 0 1 0 0.865625, 0 0 1 -1.06154, 0 0 0 1, 123
1173, 2024-06-23 09:17:35.418 UTC, 1, 1 0 0 -0.0399225, 0 1 0 0.954258, 0 0 1 -1.12673, 0 0 0 1, 124
1214, 2024-06-23 09:17:38.089 UTC, 1, 1 0 0 0.0581986, 0 1 0 1.0303, 0 0 1 -1.15542, 0 0 0 1, 125
1217, 2024-06-23 09:17:38.242 UTC, 1, 1 0 0 -0.164188, 0 1 0 1.06869, 0 0 1 -0.96731, 0 0 0 1, 126
1218, 2024-06-23 09:17:38.296 UTC, 1, 1 0 0 -0.147837, 0 1 0 0.893153, 0 0 1 -1.20468, 0 0 0 1, 127
1219, 2024-06-23 09:17:38.347 UTC, 1, 1 0 0 -0.257563, 0 1 0 0.938939, 0 0 1 -0.962637, 0 0 0 1, 128
1220, 2024-06-23 09:17:38.405 UTC, 1, 1 0 0 -0.281254, 0 1 0 0.906022, 0 0 1 -1.07827, 0 0 0 1, 129
1221, 2024-06-23 09:17:38.460 UTC, 1, 1 0 0 -0.246332, 0 1 0 0.802008, 0 0 1 -1.03935, 0 0 0 1, 130
1222, 2024-06-23 09:17:38.514 UTC, 1, 1 0 0 -0.378514, 0 1 0 0.900513, 0 0 1 -0.806627, 0 0 0 1, 131
1223, 2024-06-23 09:17:38.571 UTC, 1, 1 0 0 -0.346657, 0 1 0 0.884964, 0 0 1 -0.790789, 0 0 0 1, 132
1224, 2024-06-23 09:17:38.617 UTC, 1, 1 0 0 -0.447589, 0 1 0 0.89954, 0 0 1 -0.78289, 0 0 0 1, 133
1225, 2024-06-23 09:17:38.674 UTC, 1, 1 0 0 -0.429204, 0 1 0 0.910894, 0 0 1 -0.736904, 0 0 0 1, 134
1228, 2024-06-23 09:17:38.845 UTC, 1, 1 0 0 -0.243412, 0 1 0 0.831142, 0 0 1 -1.09545, 0 0 0 1, 135
1230, 2024-06-23 09:17:38.946 UTC, 1, 1 0 0 -0.505482, 0 1 0 0.863247, 0 0 1 -0.664615, 0 0 0 1, 136
1232, 2024-06-23 09:17:39.046 UTC, 1, 1 0 0 -0.400388, 0 1 0 0.82799, 0 0 1 -0.783377, 0 0 0 1, 137
1233, 2024-06-23 09:17:39.095 UTC, 1, 1 0 0 -0.548701, 0 1 0 0.879146, 0 0 1 -0.59391, 0 0 0 1, 138
1256, 2024-06-23 09:17:40.400 UTC, 1, 1 0 0 -0.359066, 0 1 0 0.815516, 0 0 1 -0.663135, 0 0 0 1, 139
1257, 2024-06-23 09:17:40.452 UTC, 1, 1 0 0 -0.367211, 0 1 0 0.884679, 0 0 1 -0.651411, 0 0 0 1, 140
