hostname,executable,timestamp,cmd_args,srcCloud,destCloudPtNT,destCloudDesc,RANSAC_preset,FEST src [ms],align [ms],fitScore,allignment,info,tf_martrix_filename,maxIter,simThrH,maxCorrDist,inlierFract
ChrisLegion,./06_normal_fpfh,03/03/24 14:10:22.25838630 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_0_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_0_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,31.868415,1622.346748,2.699522,FAILED,none,none,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:10:25.843958926 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_1_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_1_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,45.907240,1616.938841,2.640731,FAILED,none,none,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:10:29.668483974 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_2_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_2_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,28.974639,1598.091753,2.380479,FAILED,none,none,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:10:31.438672419 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_3_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_3_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,22.829193,1525.425616,2.223240,FAILED,none,none,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:10:35.145923436 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_4_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_4_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,33.350254,1488.831122,2.229390,FAILED,none,none,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:10:38.846362019 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_5_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_5_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,46.535237,1608.699583,2.646736,FAILED,none,none,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:10:42.667243596 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_6_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_6_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,28.083181,1492.888299,2.678064,FAILED,none,none,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:10:44.351693249 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_7_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_7_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,50.701589,1708.136602,2.867477,FAILED,none,none,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:10:48.282792438 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_8_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_8_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,41.219622,1666.945439,1.956134,FAILED,none,none,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:10:52.149427043 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_9_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_9_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,31.965501,1533.676107,1.577015,FAILED,none,none,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:10:55.865542232 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_10_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_10_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,41.953987,1452.653281,0.014939,CONVERGED,Inliers: 1868 / 2018 (92.566895 %),../../files/feature_desc/20240227_F6stair_10_filtered_PointNormal_tfmatrix.Affine3f,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:10:59.509009729 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_11_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_11_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,48.992447,1582.710748,2.512011,FAILED,none,none,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:11:03.308898780 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_12_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_12_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,46.074879,1545.845518,2.271546,FAILED,none,none,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:11:07.62903550 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_13_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_13_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,40.637405,1570.871713,1.868907,FAILED,none,none,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:11:10.850973186 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_14_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_14_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,45.661284,1741.836239,0.079364,CONVERGED,Inliers: 2542 / 3070 (82.801300 %),../../files/feature_desc/20240227_F6stair_14_filtered_PointNormal_tfmatrix.Affine3f,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:11:12.772651178 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_15_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_15_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,32.529334,1711.950660,0.030916,CONVERGED,Inliers: 2774 / 3288 (84.367393 %),../../files/feature_desc/20240227_F6stair_15_filtered_PointNormal_tfmatrix.Affine3f,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:11:16.654217393 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_16_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_16_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,53.604826,1745.612025,0.080392,CONVERGED,Inliers: 2485 / 3037 (81.824165 %),../../files/feature_desc/20240227_F6stair_16_filtered_PointNormal_tfmatrix.Affine3f,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:11:20.592209506 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_17_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_17_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,48.731151,1581.497951,0.030899,CONVERGED,Inliers: 2720 / 3069 (88.628220 %),../../files/feature_desc/20240227_F6stair_17_filtered_PointNormal_tfmatrix.Affine3f,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:11:24.368760984 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_18_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_18_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,42.064400,1537.334251,1.809437,FAILED,none,none,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:11:28.89066694 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_19_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_19_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,26.322379,1627.741615,2.143280,FAILED,none,none,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:11:29.902420406 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_20_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_20_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,27.859945,1617.014594,2.275496,FAILED,none,none,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:11:33.694886496 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_21_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_21_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,39.800744,1679.683045,2.267716,FAILED,none,none,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:11:37.585377094 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_22_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_22_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,42.319779,1699.687364,2.043171,FAILED,none,none,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:11:41.493184195 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_23_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_23_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,40.192603,1380.689237,0.827845,FAILED,none,none,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:11:45.64661883 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_24_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_24_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,50.457190,1550.632065,1.432049,FAILED,none,none,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:11:48.828216576 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_25_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_25_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,44.807414,1442.865378,2.103573,FAILED,none,none,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:11:52.481076647 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_26_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_26_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,33.887337,1643.873485,0.049572,CONVERGED,Inliers: 2664 / 3279 (81.244286 %),../../files/feature_desc/20240227_F6stair_26_filtered_PointNormal_tfmatrix.Affine3f,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:11:56.288118783 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_27_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_27_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,33.039677,1799.815884,0.034378,CONVERGED,Inliers: 2343 / 2734 (85.698608 %),../../files/feature_desc/20240227_F6stair_27_filtered_PointNormal_tfmatrix.Affine3f,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:12:00.257983723 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_28_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_28_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,40.162279,1720.495883,2.919101,FAILED,none,none,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:12:04.201456520 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_29_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_29_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,41.532674,1689.225951,3.035771,FAILED,none,none,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:12:06.91918984 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_30_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_30_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,25.928060,1947.618729,2.743075,FAILED,none,none,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:12:10.246802986 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_31_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_31_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,60.529405,1727.454856,3.467265,FAILED,none,none,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:12:12.194546107 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_32_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_32_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,46.693356,1644.427613,3.192092,FAILED,none,none,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:12:16.66718254 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_33_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_33_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,55.196939,1749.976439,3.230990,FAILED,none,none,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:12:20.39119302 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_34_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_34_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,55.798684,1940.690690,3.660309,FAILED,none,none,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:12:24.217244239 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_35_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_35_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,38.197702,1658.055091,3.398024,FAILED,none,none,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:12:28.88933520 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_36_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_36_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,45.670556,1607.008791,3.156449,FAILED,none,none,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:12:31.909478775 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_37_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_37_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,38.639227,1771.392942,3.453746,FAILED,none,none,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:12:35.906602375 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_38_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_38_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,40.237718,1677.008408,3.240797,FAILED,none,none,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:12:39.805169667 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_39_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_39_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,53.817852,1698.416440,3.134117,FAILED,none,none,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:12:43.735889315 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_40_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_40_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,31.405882,1724.388641,0.037047,CONVERGED,Inliers: 2005 / 2502 (80.135895 %),../../files/feature_desc/20240227_F6stair_40_filtered_PointNormal_tfmatrix.Affine3f,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:12:47.634627711 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_41_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_41_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,48.205076,1902.378140,2.936658,FAILED,none,none,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:12:49.747868302 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_42_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_42_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,54.967839,1616.710766,2.650443,FAILED,none,none,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:12:51.576845865 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_43_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_43_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,30.509690,1666.426361,2.376229,FAILED,none,none,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:12:55.449661669 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_44_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_44_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,28.013996,1936.753062,2.272948,FAILED,none,none,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:12:59.577013696 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_45_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_45_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,39.620107,2289.657881,0.026878,CONVERGED,Inliers: 4641 / 5259 (88.248718 %),../../files/feature_desc/20240227_F6stair_45_filtered_PointNormal_tfmatrix.Affine3f,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:13:04.49293837 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_46_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_46_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,33.113083,1720.295786,0.033549,CONVERGED,Inliers: 2979 / 3388 (87.927979 %),../../files/feature_desc/20240227_F6stair_46_filtered_PointNormal_tfmatrix.Affine3f,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:13:07.952824399 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_47_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_47_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,63.854677,1656.991752,2.924733,FAILED,none,none,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:13:11.846112833 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_48_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_48_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,22.178871,1851.016428,0.023520,CONVERGED,Inliers: 3021 / 3188 (94.761604 %),../../files/feature_desc/20240227_F6stair_48_filtered_PointNormal_tfmatrix.Affine3f,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:13:15.860635046 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_49_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_49_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,44.378313,1594.296755,0.060373,CONVERGED,Inliers: 2895 / 3397 (85.222252 %),../../files/feature_desc/20240227_F6stair_49_filtered_PointNormal_tfmatrix.Affine3f,1000000,0.950000,0.250000,0.800000
ChrisLegion,./06_normal_fpfh,03/03/24 14:13:19.641467495 UTC,../../files/feature_desc/20231121_fhtw_hallway.pcd ../../files/feature_desc/20240227_F6stair_50_filtered_PointNormal.pcd -log ,../../files/feature_desc/20240227_F6stair_50_filtered_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_PointNormal.pcd,../../files/feature_desc/20231121_fhtw_hallway_fpfh33.pcd,fpfh_1,41.041785,1714.174009,0.025479,CONVERGED,Inliers: 3535 / 3810 (92.782150 %),../../files/feature_desc/20240227_F6stair_50_filtered_PointNormal_tfmatrix.Affine3f,1000000,0.950000,0.250000,0.800000
