hostname,executable,timestamp,cmd_args,PCD_filename,Range Image,NARF keyp. detection,detected keyp.,NARF keyp. extraction,extracted keyp.,Total comp. time,desc. filename,keypoints filename
ChrisLegion,./02_narf_feature_extraction,12/10/23 14:48:27.334197828 UTC,../../files/test1.pcd_filtered_tf.pcd -r 0.5 -s 0.3f -min 0.2f -v -m ,../../files/test1.pcd_filtered_tf.pcd,11.8728 ms,65.8634 ms,284 key points,166.926 ms,318 key points,244.663 ms,../../files/feature_desc/test1.pcd_filtered_tf_narf36.pcd,../../files/feature_desc/test1.pcd_filtered_tf_XYZ.pcd
ChrisLegion,./02_narf_feature_extraction,12/10/23 14:48:40.211344475 UTC,../../files/test1.pcd_filtered.pcd -r 0.5 -s 0.3f -min 0.2f -v -m ,../../files/test1.pcd_filtered.pcd,197.234 ms,49.5385 ms,39 key points,31.2241 ms,43 key points,277.996 ms,../../files/feature_desc/test1.pcd_filtered_narf36.pcd,../../files/feature_desc/test1.pcd_filtered_XYZ.pcd
ChrisLegion,./02_narf_feature_extraction,12/10/23 14:49:06.707394380 UTC,../../files/test1.pcd_filtered.pcd -r 0.5 -s 0.3f -min 0.2f -v -noise 0.5 ,../../files/test1.pcd_filtered.pcd,198.639 ms,44.562 ms,10 key points,9.8483 ms,10 key points,253.05 ms,../../files/feature_desc/test1.pcd_filtered_narf36.pcd,../../files/feature_desc/test1.pcd_filtered_XYZ.pcd
ChrisLegion,./02_narf_feature_extraction,12/10/23 14:51:05.924879705 UTC,../../files/20231209_hoffice_med5_tf.pcd -r 0.5 -s 0.3f -min 0.2f -v -noise 0.5 ,../../files/20231209_hoffice_med5_tf.pcd,418.495 ms,1080.04 ms,156 key points,763.297 ms,169 key points,2261.83 ms,../../files/feature_desc/20231209_hoffice_med5_tf_narf36.pcd,../../files/feature_desc/20231209_hoffice_med5_tf_XYZ.pcd
ChrisLegion,./02_narf_feature_extraction,12/10/23 14:55:13.997964736 UTC,../../files/20231209_hoffice_med5_tf.pcd -r 0.5 -s 0.3f -min 0.2f -v -noise 1 ,../../files/20231209_hoffice_med5_tf.pcd,414.209 ms,1084.09 ms,153 key points,756.204 ms,170 key points,2254.51 ms,../../files/feature_desc/20231209_hoffice_med5_tf_narf36.pcd,../../files/feature_desc/20231209_hoffice_med5_tf_XYZ.pcd
ChrisLegion,./02_narf_feature_extraction,12/10/23 14:58:09.450934974 UTC,../../files/20231210_hoffice_1_filtered.pcd -r 0.5 -s 0.3f -min 0.2f -v -noise 1 ,../../files/20231210_hoffice_1_filtered.pcd,195.73 ms,40.508 ms,8 key points,5.18937 ms,8 key points,241.427 ms,../../files/feature_desc/20231210_hoffice_1_filtered_narf36.pcd,../../files/feature_desc/20231210_hoffice_1_filtered_XYZ.pcd
ChrisLegion,./02_narf_feature_extraction,12/10/23 15:00:39.997327173 UTC,../../files/20231210_hoffice_2_filtered.pcd -r 0.5 -s 0.3f -min 0.2f -v -noise 1 ,../../files/20231210_hoffice_2_filtered.pcd,194.791 ms,47.0064 ms,14 key points,16.8927 ms,15 key points,258.69 ms,../../files/feature_desc/20231210_hoffice_2_filtered_narf36.pcd,../../files/feature_desc/20231210_hoffice_2_filtered_XYZ.pcd
ChrisLegion,./02_narf_feature_extraction,12/10/23 15:01:09.198558523 UTC,../../files/20231210_hoffice_3_filtered.pcd -r 0.5 -s 0.3f -min 0.2f -v -noise 1 ,file not found,ChrisLegion,./02_narf_feature_extraction,12/10/23 15:01:36.703666009 UTC,../../files/20231210_hoffice_3_filtered.pcd -r 0.5 -s 0.3f -min 0.2f -v -noise 1 ,file not found,ChrisLegion,./02_narf_feature_extraction,12/10/23 15:02:27.868214979 UTC,../../files/20231210_hofficecpt_1_filtered.pcd -r 0.5 -s 0.3f -min 0.2f -v -noise 1 ,../../files/20231210_hofficecpt_1_filtered.pcd,188.99 ms,44.1257 ms,7 key points,5.96654 ms,8 key points,239.082 ms,../../files/feature_desc/20231210_hofficecpt_1_filtered_narf36.pcd,../../files/feature_desc/20231210_hofficecpt_1_filtered_XYZ.pcd
ChrisLegion,./02_narf_feature_extraction,12/10/23 15:04:00.861298272 UTC,../../files/20231210_hofficecpt_2_filtered.pcd -r 0.5 -s 0.3f -min 0.2f -v -noise 1 ,../../files/20231210_hofficecpt_2_filtered.pcd,191.784 ms,35.9159 ms,11 key points,12.3603 ms,12 key points,240.06 ms,../../files/feature_desc/20231210_hofficecpt_2_filtered_narf36.pcd,../../files/feature_desc/20231210_hofficecpt_2_filtered_XYZ.pcd
ChrisLegion,./02_narf_feature_extraction,12/10/23 15:09:56.668011042 UTC,../../files/20231210_hofficecpt_3_filtered.pcd -r 0.5 -s 0.3f -min 0.2f -v -noise 1 ,../../files/20231210_hofficecpt_3_filtered.pcd,185.686 ms,34.1734 ms,5 key points,3.09507 ms,5 key points,222.954 ms,../../files/feature_desc/20231210_hofficecpt_3_filtered_narf36.pcd,../../files/feature_desc/20231210_hofficecpt_3_filtered_XYZ.pcd
ChrisLegion,./02_narf_feature_extraction,12/10/23 15:11:00.173767969 UTC,../../files/20231210_hofficecpt_4_filtered.pcd -r 0.5 -s 0.3f -min 0.2f -v -noise 1 ,../../files/20231210_hofficecpt_4_filtered.pcd,193.133 ms,35.3333 ms,4 key points,2.38788 ms,5 key points,230.854 ms,../../files/feature_desc/20231210_hofficecpt_4_filtered_narf36.pcd,../../files/feature_desc/20231210_hofficecpt_4_filtered_XYZ.pcd
ChrisLegion,./02_narf_feature_extraction,12/10/23 15:11:34.318469290 UTC,../../files/20231210_hofficecpt_5_filtered.pcd -r 0.5 -s 0.3f -min 0.2f -v -noise 1 ,../../files/20231210_hofficecpt_5_filtered.pcd,177.944 ms,20.4084 ms,3 key points,0.933267 ms,5 key points,199.286 ms,../../files/feature_desc/20231210_hofficecpt_5_filtered_narf36.pcd,../../files/feature_desc/20231210_hofficecpt_5_filtered_XYZ.pcd
ChrisLegion,./02_narf_feature_extraction,12/10/23 15:11:45.614987626 UTC,../../files/20231210_hofficecpt_5_filtered.pcd -r 0.5 -s 0.3f -min 0.2f -v -noise 0.3 ,../../files/20231210_hofficecpt_5_filtered.pcd,179.895 ms,20.4476 ms,3 key points,0.866184 ms,5 key points,201.209 ms,../../files/feature_desc/20231210_hofficecpt_5_filtered_narf36.pcd,../../files/feature_desc/20231210_hofficecpt_5_filtered_XYZ.pcd
